"135481","029","Parry",".49"
"135482","029","Gade",".47"
"135483","029","Lalo",".47"
"135484","029","Mahler",".46"
"135485","029","Fibich",".46"
"135486","029","Franz",".45"
"135487","029","Svendsen",".44"
"135488","029","Bruch",".43"
"135489","029","Rheinberger",".42"
"135490","029","Wolf",".41"
"135491","029","Reinecke",".41"
"135492","029","Humperdinck",".39"
"135493","029","Smetana",".39"
"135494","029","Lortzing",".37"
"135495","029","Raff",".37"
"135496","030","Verdi",".52"
"135497","030","Wagner",".44"
"135498","030","Thomas",".44"
"135499","030","Bruckner",".42"
"135500","030","Rheinberger",".42"
"135501","030","Berlioz",".41"
"135502","030","Sullivan",".39"
"135503","030","Liszt",".38"
"135504","030","Halévy",".38"
"135505","030","Lalo",".38"
"135506","030","Delibes",".37"
"135507","030","Adam",".36"
"135508","030","Franck",".36"
"135509","030","Elgar",".36"
"135510","030","Bizet",".35"
"135511","031","Butterworth",".44"
"135512","031","Warlock",".37"
"135513","031","Vaughan Williams",".34"
"135514","031","Sinding",".33"
"135515","031","Holst",".33"
"135516","031","Finzi",".32"
"135517","031","Moeran",".30"
"135518","031","Grieg",".29"
"135519","031","Granados",".29"
"135520","031","Guarnieri",".27"
"135521","031","Canteloube",".27"
"135522","031","Ives",".25"
"135523","031","Fauré",".25"
"135524","031","Rachmaninov",".24"
"135525","031","Stanford",".24"
"135526","032","Tan",".31"
"135527","032","Wolpe",".29"
"135528","032","Kurtág",".26"
"135529","032","Scelsi",".24"
"135530","032","Hovhaness",".24"
"135531","032","Penderecki",".24"
"135532","032","KA Hartmann",".23"
"135533","032","Crumb",".23"
"135534","032","Harrison",".22"
"135535","032","Berio",".22"
"135536","032","Crawford",".21"
"135537","032","Monk",".21"
"135538","032","Grainger",".21"
"135539","032","Foss",".20"
"135540","032","Musgrave",".20"
"135541","033","Widor",".62"
"135542","033","Alkan",".55"
"135543","033","Tournemire",".51"
"135544","033","Chabrier",".46"
"135545","033","Parry",".46"
"135546","033","Indy",".45"
"135547","033","Rheinberger",".45"
"135548","033","Saint-Saëns",".45"
"135549","033","Lalo",".44"
"135550","033","Vierne",".43"
"135551","033","Reger",".42"
"135552","033","Raff",".40"
"135553","033","Dupré",".40"
"135554","033","Duparc",".38"
"135555","033","Chaminade",".38"
"135556","034","Locatelli",".49"
"135557","034","Torelli",".48"
"135558","034","Vivaldi",".47"
"135559","034","Stradella",".44"
"135560","034","Legrenzi",".41"
"135561","034","Geminiani",".36"
"135562","034","Telemann",".35"
"135563","034","Pergolesi",".34"
"135564","034","Tartini",".34"
"135565","034","Handel",".33"
"135566","034","Bononcini",".31"
"135567","034","Cavalli",".29"
"135568","034","Marcello",".27"
"135569","034","Corelli",".27"
"135570","034","Lotti",".25"
"135571","035","Bruhns",".50"
"135572","035","Pachelbel",".49"
"135573","035","Buxtehude",".44"
"135574","035","Scheidt",".40"
"135575","035","JS Bach",".37"
"135576","035","Byrd",".30"
"135577","035","Blow",".29"
"135578","035","Martini",".27"
"135579","035","L Couperin",".27"
"135580","035","Sweelinck",".26"
"135581","035","CPE Bach",".25"
"135582","035","Krebs",".24"
"135583","035","Telemann",".24"
"135584","035","Purcell",".22"
"135585","035","Lalande",".21"
"135586","036","Buxtehude",".50"
"135587","036","Böhm",".50"
"135588","036","Scheidt",".45"
"135589","036","Schein",".37"
"135590","036","Pachelbel",".37"
"135591","036","JS Bach",".32"
"135592","036","Carissimi",".30"
"135593","036","Krebs",".28"
"135594","036","Telemann",".27"
"135595","036","Marcello",".24"
"135596","036","Lotti",".23"
"135597","036","Clérambault",".22"
"135598","036","Hassler",".20"
"135599","036","G Gabrieli",".20"
"135600","036","Biber",".20"
"135601","037","Bruhns",".50"
"135602","037","Scheidt",".48"
"135603","037","Böhm",".44"
"135604","037","JS Bach",".43"
"135605","037","Blow",".40"
"135606","037","Pachelbel",".38"
"135607","037","Biber",".36"
"135608","037","Purcell",".33"
"135609","037","Zelenka",".29"
"135610","037","Telemann",".27"
"135611","037","Muffat",".27"
"135612","037","Carissimi",".26"
"135613","037","L Couperin",".26"
"135614","037","Schein",".26"
"135615","037","Schütz",".26"
"135616","038","Locatelli",".44"
"135617","038","Stradella",".35"
"135618","038","Geminiani",".33"
"135619","038","Vivaldi",".31"
"135620","038","Telemann",".30"
"135621","038","Albinoni",".27"
"135622","038","Caccini",".27"
"135623","038","Carissimi",".27"
"135624","038","Allegri",".27"
"135625","038","Handel",".26"
"135626","038","F Couperin",".25"
"135627","038","Leclair",".23"
"135628","038","A Scarlatti",".23"
"135629","038","Torelli",".23"
"135630","038","Cavalli",".23"
"135631","039","Clérambault",".58"
"135632","039","Lalande",".52"
"135633","039","Marais",".46"
"135634","039","Rameau",".41"
"135635","039","MA Charpentier",".40"
"135636","039","Leclair",".36"
"135637","039","JS Bach",".34"
"135638","039","Boismortier",".34"
"135639","039","L Couperin",".31"
"135640","039","Lully",".30"
"135641","039","Pachelbel",".28"
"135642","039","Handel",".27"
"135643","039","Biber",".26"
"135644","039","Zelenka",".25"
"135645","039","Purcell",".25"
"135646","040","G Gabrieli",".37"
"135647","040","Froberger",".36"
"135648","040","Carissimi",".33"
"135649","040","Caccini",".33"
"135650","040","Marenzio",".31"
"135651","040","Sweelinck",".28"
"135652","040","Pachelbel",".26"
"135653","040","A Scarlatti",".26"
"135654","040","Scheidt",".26"
"135655","040","Lotti",".25"
"135656","040","Weelkes",".25"
"135657","040","Byrd",".25"
"135658","040","D Scarlatti",".25"
"135659","040","Clérambault",".24"
"135660","040","Hassler",".22"
"135661","041","Frescobaldi",".36"
"135662","041","JS Bach",".28"
"135663","041","L Couperin",".27"
"135664","041","Weiss",".26"
"135665","041","Krebs",".24"
"135666","041","Pachelbel",".24"
"135667","041","Scheidt",".23"
"135668","041","Heinichen",".23"
"135669","041","D Scarlatti",".22"
"135670","041","Blow",".22"
"135671","041","Böhm",".21"
"135672","041","Buxtehude",".21"
"135673","041","Muffat",".20"
"135674","041","Clérambault",".19"
"135675","041","Boyce",".19"
"135676","042","Vivaldi",".46"
"135677","042","JS Bach",".42"
"135678","042","Purcell",".39"
"135679","042","Telemann",".36"
"135680","042","Blow",".36"
"135681","042","Albinoni",".33"
"135682","042","Stradella",".31"
"135683","042","Geminiani",".31"
"135684","042","Zelenka",".30"
"135685","042","Bononcini",".30"
"135686","042","Pergolesi",".29"
"135687","042","Biber",".29"
"135688","042","A Scarlatti",".28"
"135689","042","Rameau",".28"
"135690","042","Leclair",".28"
"135691","043","Pergolesi",".48"
"135692","043","Galuppi",".46"
"135693","043","Zelenka",".40"
"135694","043","Sammartini",".38"
"135695","043","Legrenzi",".38"
"135696","043","Heinichen",".36"
"135697","043","CPE Bach",".35"
"135698","043","Marcello",".33"
"135699","043","Vivaldi",".33"
"135700","043","Lotti",".32"
"135701","043","Martini",".31"
"135702","043","WF Bach",".30"
"135703","043","Jommelli",".29"
"135704","043","Biber",".27"
"135705","043","Weiss",".26"
"135706","044","Lotti",".63"
"135707","044","Cavalli",".53"
"135708","044","Monteverdi",".51"
"135709","044","Marcello",".50"
"135710","044","Albinoni",".41"
"135711","044","Caccini",".40"
"135712","044","Allegri",".40"
"135713","044","Carissimi",".40"
"135714","044","Stradella",".40"
"135715","044","Hasse",".38"
"135716","044","Vivaldi",".38"
"135717","044","Bononcini",".37"
"135718","044","A Scarlatti",".36"
"135719","044","D Scarlatti",".35"
"135720","044","Pergolesi",".31"
"135721","045","Carissimi",".64"
"135722","045","Legrenzi",".63"
"135723","045","A Scarlatti",".61"
"135724","045","Marcello",".52"
"135725","045","Bononcini",".47"
"135726","045","Caldara",".47"
"135727","045","Cavalli",".44"
"135728","045","Stradella",".41"
"135729","045","Galuppi",".37"
"135730","045","D Scarlatti",".36"
"135731","045","G Gabrieli",".34"
"135732","045","Lully",".33"
"135733","045","Hasse",".32"
"135734","045","Monteverdi",".32"
"135735","045","Schein",".31"
"135736","046","Rameau",".51"
"135737","046","A Scarlatti",".44"
"135738","046","Lalande",".44"
"135739","046","MA Charpentier",".37"
"135740","046","Lotti",".33"
"135741","046","Clérambault",".31"
"135742","046","F Couperin",".30"
"135743","046","Bononcini",".29"
"135744","046","Purcell",".26"
"135745","046","Legrenzi",".26"
"135746","046","Pergolesi",".24"
"135747","046","Piccinni",".23"
"135748","046","Boismortier",".23"
"135749","046","Marais",".23"
"135750","046","Carissimi",".21"
"135751","047","Böhm",".49"
"135752","047","JS Bach",".43"
"135753","047","Buxtehude",".38"
"135754","047","Bruhns",".37"
"135755","047","Scheidt",".35"
"135756","047","Biber",".33"
"135757","047","L Couperin",".30"
"135758","047","Schütz",".30"
"135759","047","Byrd",".28"
"135760","047","F Couperin",".28"
"135761","047","G Gabrieli",".26"
"135762","047","Frescobaldi",".26"
"135763","047","Sweelinck",".25"
"135764","047","Purcell",".24"
"135765","047","Froberger",".24"
"135766","048","Rore",".63"
"135767","048","Willaert",".57"
"135768","048","Gombert",".54"
"135769","048","Taverner",".51"
"135770","048","G Gabrieli",".51"
"135771","048","Morales",".48"
"135772","048","Gesualdo",".48"
"135773","048","Lasso",".45"
"135774","048","Isaac",".40"
"135775","048","Marenzio",".38"
"135776","048","Victoria",".38"
"135777","048","Clemens",".36"
"135778","048","Guerrero",".36"
"135779","048","Machaut",".31"
"135780","048","La Rue",".30"
"135781","049","Schein",".46"
"135782","049","Praetorius",".38"
"135783","049","MA Charpentier",".38"
"135784","049","Victoria",".37"
"135785","049","A Scarlatti",".34"
"135786","049","Scheidt",".34"
"135787","049","Hassler",".33"
"135788","049","Zelenka",".31"
"135789","049","Monteverdi",".31"
"135790","049","Pachelbel",".30"
"135791","049","Clemens",".28"
"135792","049","Taverner",".27"
"135793","049","Buxtehude",".26"
"135794","049","Lasso",".26"
"135795","049","JS Bach",".26"
"135796","050","Caldara",".42"
"135797","050","Carissimi",".38"
"135798","050","Lotti",".36"
"135799","050","Pergolesi",".36"
"135800","050","Legrenzi",".35"
"135801","050","Soler",".35"
"135802","050","A Scarlatti",".33"
"135803","050","Jommelli",".33"
"135804","050","Marcello",".30"
"135805","050","Stradella",".30"
"135806","050","Tartini",".29"
"135807","050","Allegri",".28"
"135808","050","Martini",".28"
"135809","050","Sanz",".28"
"135810","050","Boyce",".27"
"135811","051","Philips",".49"
"135812","051","Scheidt",".44"
"135813","051","Hassler",".44"
"135814","051","Byrd",".37"
"135815","051","G Gabrieli",".36"
"135816","051","Weelkes",".33"
"135817","051","Bull",".32"
"135818","051","Praetorius",".30"
"135819","051","Tallis",".30"
"135820","051","Gesualdo",".29"
"135821","051","Gibbons",".28"
"135822","051","Morley",".28"
"135823","051","Frescobaldi",".28"
"135824","051","Lasso",".28"
"135825","051","Gombert",".27"
"135826","052","Fasch",".41"
"135827","052","Muffat",".41"
"135828","052","Torelli",".39"
"135829","052","Vivaldi",".38"
"135830","052","JS Bach",".38"
"135831","052","Handel",".36"
"135832","052","Biber",".35"
"135833","052","Albinoni",".35"
"135834","052","Leclair",".35"
"135835","052","Tartini",".35"
"135836","052","Boismortier",".33"
"135837","052","CPE Bach",".32"
"135838","052","Marcello",".30"
"135839","052","Corelli",".30"
"135840","052","Lalande",".30"
"135841","053","Hasse",".40"
"135842","053","Heinichen",".34"
"135843","053","Schütz",".31"
"135844","053","Weiss",".30"
"135845","053","Handel",".30"
"135846","053","Buxtehude",".29"
"135847","053","Vivaldi",".28"
"135848","053","JS Bach",".27"
"135849","053","Biber",".26"
"135850","053","CPE Bach",".26"
"135851","053","Marcello",".25"
"135852","053","F Couperin",".25"
"135853","053","Telemann",".24"
"135854","053","Pergolesi",".24"
"135855","053","Pachelbel",".23"
"135856","054","J Haydn",".46"
"135857","054","Beethoven",".39"
"135858","054","JC Bach",".38"
"135859","054","Cimarosa",".32"
"135860","054","Salieri",".32"
"135861","054","Boccherini",".29"
"135862","054","Dittersdorf",".29"
"135863","054","Gluck",".29"
"135864","054","Schubert",".27"
"135865","054","Weber",".26"
"135866","054","Cherubini",".24"
"135867","054","CPE Bach",".22"
"135868","054","Paisiello",".22"
"135869","054","M Haydn",".21"
"135870","054","Brahms",".20"
"135871","055","Schmelzer",".41"
"135872","055","Buxtehude",".36"
"135873","055","Telemann",".35"
"135874","055","Pachelbel",".33"
"135875","055","JS Bach",".33"
"135876","055","Purcell",".33"
"135877","055","Vivaldi",".30"
"135878","055","Handel",".29"
"135879","055","Hasse",".27"
"135880","055","Zelenka",".26"
"135881","055","F Couperin",".26"
"135882","055","Tartini",".25"
"135883","055","Muffat",".25"
"135884","055","Marais",".24"
"135885","055","Billings",".22"
"135886","056","Lalande",".41"
"135887","056","Telemann",".41"
"135888","056","Schmelzer",".35"
"135889","056","Fux",".34"
"135890","056","JS Bach",".30"
"135891","056","Leclair",".30"
"135892","056","Blow",".28"
"135893","056","Locatelli",".28"
"135894","056","Marais",".28"
"135895","056","Boyce",".28"
"135896","056","Buxtehude",".27"
"135897","056","Biber",".25"
"135898","056","Torelli",".21"
"135899","056","Corelli",".20"
"135900","056","Froberger",".20"
"135901","057","A Scarlatti",".39"
"135902","057","Muffat",".34"
"135903","057","Bononcini",".31"
"135904","057","JS Bach",".30"
"135905","057","Cavalli",".29"
"135906","057","Sheppard",".29"
"135907","057","Guerrero",".29"
"135908","057","Monteverdi",".27"
"135909","057","Lalande",".27"
"135910","057","Taverner",".27"
"135911","057","Lotti",".25"
"135912","057","MA Charpentier",".25"
"135913","057","Byrd",".25"
"135914","057","Caldara",".24"
"135915","057","Victoria",".24"
"135916","058","Heinichen",".47"
"135917","058","JS Bach",".32"
"135918","058","WF Bach",".31"
"135919","058","Zelenka",".30"
"135920","058","Sammartini",".29"
"135921","058","Hasse",".26"
"135922","058","Froberger",".26"
"135923","058","Pergolesi",".24"
"135924","058","Locatelli",".23"
"135925","058","Galuppi",".23"
"135926","058","Handel",".20"
"135927","058","Telemann",".18"
"135928","058","Gluck",".18"
"135929","058","Paganini",".18"
"135930","058","Torelli",".18"
"135931","059","Buxtehude",".48"
"135932","059","Schein",".47"
"135933","059","Bruhns",".45"
"135934","059","Sweelinck",".44"
"135935","059","Böhm",".40"
"135936","059","Pachelbel",".35"
"135937","059","Schütz",".34"
"135938","059","Philips",".33"
"135939","059","JS Bach",".31"
"135940","059","Bull",".29"
"135941","059","Clérambault",".28"
"135942","059","Byrd",".27"
"135943","059","Praetorius",".27"
"135944","059","Krebs",".27"
"135945","059","Blow",".26"
"135946","060","Boismortier",".50"
"135947","060","Lalande",".48"
"135948","060","Quantz",".45"
"135949","060","Tartini",".45"
"135950","060","Marais",".43"
"135951","060","F Couperin",".36"
"135952","060","Telemann",".35"
"135953","060","Rameau",".34"
"135954","060","Locatelli",".32"
"135955","060","JS Bach",".31"
"135956","060","Geminiani",".31"
"135957","060","Muffat",".30"
"135958","060","Boyce",".28"
"135959","060","Clérambault",".28"
