"106584","040","Pachelbel","+",,
"106585","040","B PASQUINI",,,
"106586","040","M Rossi",,,
"106587","040","Purcell","+",,
"106588","040","D Scarlatti","++",,
"106589","040","Scheidt",,"?",
"106590","040","Zelenka","++",,
"106591","041","JS Bach","+",,
"106592","041","Blow",,,
"106593","041","Böhm",,,
"106594","041","Buxtehude",,,
"106595","041","L Couperin",,,
"106596","041","Handel","+","?",
"106597","041","Locke",,,
"106598","041","Pachelbel",,,
"106599","041","Purcell",,"?",
"106600","041","M Weckmann",,"?",
"106601","042","Alkan","++",,
"106602","042","Arne",,,
"106603","042","CPE Bach",,,
"106604","042","JS Bach",,,
"106605","042","Beethoven","+",,
"106606","042","BOYCE",,,
"106607","042","Brahms","++",,
"106608","042","Clementi",,,
"106609","042","Elgar","++",,
"106610","042","Franz","++",,
"106611","042","Geminiani",,"?",
"106612","042","Gluck",,,
"106613","042","Guilmant","++",,
"106614","042","Harrison","+++",,
"106615","042","J HAYDN",,,
"106616","042","Honegger","+++","?",
"106617","042","Hovhaness","+++",,
"106618","042","KargElert","+++",,
"106619","042","Leclair",,"?",
"106620","042","Liszt","++","?",
"106621","042","Loewe","++",,
"106622","042","Marcello",,"?",
"106623","042","Mendelssohn","++",,
"106624","042","MendelssohnHensel","++","?",
"106625","042","Mozart",,,
"106626","042","Quantz",,"?",
"106627","042","Rameau","-",,
"106628","042","Reicha","+","?",
"106629","042","Schubert","++",,
"106630","042","Spohr","+",,
"106631","042","Sullivan","++",,
"106632","042","Taneyev","++","?",
"106633","042","Telemann","-","?",
"106634","043","CPE Bach",,,
"106635","043","JC Bach",,,
"106636","043","JS Bach","-",,
"106637","043","WF Bach",,,
"106638","043","Gluck",,,
"106639","043","J Haydn",,,
"106640","043","JA Hiller",,,
"106641","043","Jommelli",,,
"106642","043","Mozart",,,
"106643","043","JG Naumann",,,
"106644","043","Weiss","-",,
"106645","043","Zelenka","-",,
"106646","044","JS Bach",,,
"106647","044","Caldara",,,
"106648","044","Handel",,,
"106649","044","Lotti",,,
"106650","044","A Scarlatti",,,
"106651","044","Stradella",,,
"106652","044","Torelli",,,
"106653","044","Vivaldi",,,
"106654","045","JS Bach",,,
"106655","045","Galuppi",,,
"106656","045","Handel",,,
"106657","045","Heinichen",,,
"106658","045","Marcello",,"?",
"106659","045","Zelenka",,,
"106660","046","JS Bach",,,
"106661","046","Blow",,"?",
"106662","046","Böhm",,,
"106663","046","Buxtehude",,"?",
"106664","046","Cavalli","-","?",
"106665","046","MA Charpentier","-",,
"106666","046","Corelli",,,
"106667","046","F Couperin",,,
"106668","046","Gluck","++",,
"106669","046","Handel",,,
"106670","046","Lalande",,,
"106671","046","Leclair","+",,
"106672","046","Locke","-",,
"106673","046","MARAIS",,,
"106674","046","MUFFAT",,,
"106675","046","Purcell",,,
"106676","046","RAMEAU",,,
"106677","046","Telemann",,,
"106678","047","JS Bach",,,
"106679","047","Orff","+++","?",
"106680","048","ALLEGRI",,,
"106681","048","JS Bach","++",,
"106682","048","Bartók","+++",,
"106683","048","Beethoven","+++",,
"106684","048","Boccherini","+++",,
"106685","048","Bruckner","+++",,
"106686","048","Cavalli","+",,
"106687","048","Cherubini","+++",,
"106688","048","FUX","++",,
"106689","048","G Gabrieli",,"?",
"106690","048","GOUNOD","+++",,
"106691","048","Guerrero",,,
"106692","048","Hanson","+++",,
"106693","048","Harris","+++",,
"106694","048","Hassler",,,
"106695","048","M Haydn","+++",,
"106696","048","Kodály","+++",,
"106697","048","Lasso",,,
"106698","048","Leighton","+++",,
"106699","048","Liszt","+++",,
"106700","048","Marenzio",,,
"106701","048","Mendelssohn","+++",,
"106702","048","Monteverdi",,,
"106703","048","Nicolai","+++",,
"106704","048","Nielsen","+++",,
"106705","048","B Pasquini","++",,
"106706","048","Petrassi","+++",,
"106707","048","Pfitzner","+++",,
"106708","048","Philips",,,
"106709","048","Praetorius",,,
"106710","048","Rheinberger","+++","?",
"106711","048","A Scarlatti","++",,
"106712","048","Schütz",,,
"106713","048","Verdi","+++",,
"106714","048","VICTORIA",,,
"106715","048","Wagner","+++",,
"106716","048","Zelenka","++",,
"106717","049","JS Bach","+",,
"106718","049","Brahms","+++",,
"106719","049","Bruhns",,,
"106720","049","Buxtehude",,,
"106721","049","Harbison","+++",,
"106722","049","Kurtág","+++",,
"106723","049","Orff","+++","?",
"106724","049","Praetorius","-",,
"106725","049","Scheidt",,"?",
"106726","049","Schein",,"?",
"106727","049","Webern","+++",,
"106728","049","M WECKMANN",,,
"106729","050","Albéniz","+++",,
"106730","050","Alkan","++","?",
"106731","050","Arne",,,
"106732","050","JS Bach",,"?",
"106733","050","WF Bach",,"?",
"106734","050","Bartók","+++",,
"106735","050","Beethoven","+","?",
"106736","050","Brahms","++",,
"106737","050","Chopin","++",,
"106738","050","Cimarosa",,,
"106739","050","Clementi",,,
"106740","050","Creston","+++",,
"106741","050","Czerny","++",,
"106742","050","Falla","+++",,
"106743","050","Galuppi",,,
"106744","050","Granados","+++",,
"106745","050","Handel",,,
"106746","050","Mendelssohn","++",,
